GEOID,state,county,white,black,hispanic,asian,total,entropy,distmeters,distmiles
48439113922,TX,Tarrant County,11669,1495,2946,1496,17606,0.714607,18811.622233,11.689029
48439113928,TX,Tarrant County,5521,669,1547,543,8280,0.696534,25112.898246,15.60447
48439114007,TX,Tarrant County,7288,1005,3272,1436,13001,0.802797,12737.653333,7.914831
48439114204,TX,Tarrant County,5260,50,436,55,5801,0.265769,24142.287743,15.001359
48439114205,TX,Tarrant County,2678,20,304,39,3041,0.310952,23124.113585,14.368694
48439121904,TX,Tarrant County,720,787,2905,75,4487,0.684392,25119.021792,15.608275
48439122600,TX,Tarrant County,2814,331,506,149,3800,0.599089,18203.564275,11.311199
48439122700,TX,Tarrant County,2900,674,960,170,4704,0.736438,19731.814344,12.260811
48085030201,TX,Collin County,2327,47,403,27,2804,0.394426,59456.199535,36.944461
48085030202,TX,Collin County,2007,31,187,9,2234,0.278055,64643.508321,40.167714
48085030305,TX,Collin County,6450,284,1464,85,8283,0.478777,61014.304363,37.912625
48497150401,TX,Wise County,4983,213,951,17,6164,0.427637,77096.576591,47.905711
48251130900,TX,Johnson County,1388,383,1395,18,3184,0.72677,43345.531477,26.933732
48439110703,TX,Tarrant County,3000,265,1255,161,4681,0.661133,13015.431818,8.087434
48439110903,TX,Tarrant County,1206,79,123,53,1461,0.465083,10898.440079,6.771994
48439111013,TX,Tarrant County,3773,2280,1423,291,7767,0.825598,17338.731832,10.773815
48085030504,TX,Collin County,1903,314,270,180,2667,0.653909,36606.355661,22.746191
48085030514,TX,Collin County,4548,735,904,406,6593,0.681539,44243.322107,27.491594
48085030524,TX,Collin County,1445,322,390,76,2233,0.707433,48702.519501,30.262418
48085030531,TX,Collin County,4695,244,402,284,5625,0.451766,46376.450932,28.817062
48085030802,TX,Collin County,2242,741,2513,87,5583,0.763597,48720.021465,30.273293
48085031308,TX,Collin County,4410,678,950,248,6286,0.650638,38611.377875,23.992058
48085031317,TX,Collin County,4707,953,622,1369,7651,0.772013,31127.958536,19.342065
48085031405,TX,Collin County,10839,950,1109,3770,16668,0.692231,40122.058947,24.930754
48085031504,TX,Collin County,5338,428,783,366,6915,0.558485,39771.928862,24.713192
48085031612,TX,Collin County,4652,347,459,592,6050,0.569197,30603.451109,19.01615
48085031621,TX,Collin County,3715,505,565,917,5702,0.733454,27049.862609,16.808047
48085031631,TX,Collin County,2450,626,692,630,4398,0.845961,34403.605114,21.377462
48085031632,TX,Collin County,3296,513,435,1048,5292,0.755387,34710.21156,21.567979
48085031639,TX,Collin County,3391,529,546,1526,5992,0.795707,37178.601491,23.101769
48085031646,TX,Collin County,3894,230,297,1153,5574,0.623454,30827.039124,19.155082
48085031653,TX,Collin County,4184,676,686,1604,7150,0.791139,30450.525164,18.921126
48085031659,TX,Collin County,833,212,169,626,1840,0.861188,34287.462558,21.305294
48085031712,TX,Collin County,2848,846,772,424,4890,0.809216,26394.29134,16.400693
48085031720,TX,Collin County,887,743,1670,744,4044,0.952715,23821.14333,14.801809
48085032003,TX,Collin County,1853,546,3127,162,5688,0.736198,29431.934635,18.288202
48085032009,TX,Collin County,3687,401,406,2106,6600,0.744047,27049.444003,16.807787
48085032013,TX,Collin County,1655,792,2130,1070,5647,0.950848,32739.529225,20.343451
48113000405,TX,Dallas County,398,929,1189,154,2670,0.848196,4649.204176,2.888889
48113001600,TX,Dallas County,1415,1523,563,171,3672,0.838792,2518.361591,1.564841
48113002500,TX,Dallas County,180,1414,3666,14,5274,0.531454,4964.395351,3.08474
48113005100,TX,Dallas County,229,60,2579,1,2869,0.274997,5872.8958,3.649257
48113005902,TX,Dallas County,325,2984,782,6,4097,0.546474,9166.280245,5.695677
48113007101,TX,Dallas County,1641,44,84,71,1840,0.33028,7792.784174,4.842224
48113007601,TX,Dallas County,1576,23,195,79,1873,0.409987,12757.575136,7.927209
48113007809,TX,Dallas County,1288,446,462,48,2244,0.755543,10733.648012,6.669596
48113000601,TX,Dallas County,1912,400,3470,179,5961,0.696999,6047.508899,3.757757
48113001202,TX,Dallas County,1312,532,1190,74,3108,0.809903,6385.158337,3.967563
48113007819,TX,Dallas County,332,512,1079,79,2002,0.798809,10551.325285,6.556306
48113007823,TX,Dallas County,384,174,816,34,1408,0.734911,13299.7355,8.264093
48113007906,TX,Dallas County,2304,25,78,59,2466,0.222596,9568.079207,5.945344
48113008100,TX,Dallas County,5037,269,738,163,6207,0.471974,9422.487731,5.854877
48113008603,TX,Dallas County,23,756,450,1,1230,0.53901,5812.026228,3.611435
48113009000,TX,Dallas County,719,2462,4733,24,7938,0.653886,11521.080376,7.158885
48113009101,TX,Dallas County,478,1473,3698,21,5670,0.619032,9863.551183,6.128942
48113009304,TX,Dallas County,101,3969,1717,1,5788,0.498695,11264.509934,6.999459
48113009603,TX,Dallas County,3542,275,552,185,4554,0.541651,15975.610317,9.926809
48113010000,TX,Dallas County,3629,5631,2413,84,11757,0.77598,7155.203508,4.446048
48113010804,TX,Dallas County,171,1435,2817,2,4425,0.564011,9162.902409,5.693578
48113011702,TX,Dallas County,886,548,3881,24,5339,0.568323,16616.35001,10.324947
48113012210,TX,Dallas County,731,2128,1151,23,4033,0.746027,10586.682272,6.578276
48113012211,TX,Dallas County,423,1685,1786,51,3945,0.734149,10498.675581,6.523591
48113012604,TX,Dallas County,1136,1760,2114,320,5330,0.887984,16011.202128,9.948924
48113013005,TX,Dallas County,2919,51,261,78,3309,0.334424,13954.722806,8.671084
48113013010,TX,Dallas County,811,1082,2418,55,4366,0.750758,15006.813155,9.324825
48113013400,TX,Dallas County,1730,20,97,70,1917,0.297251,14075.403253,8.746072
48113013610,TX,Dallas County,2090,295,1740,183,4308,0.746498,17477.234422,10.859877
48113013616,TX,Dallas County,3137,743,1152,520,5552,0.822212,20437.196178,12.699117
48113013620,TX,Dallas County,2540,611,523,328,4002,0.754855,20734.905234,12.884105
48113013712,TX,Dallas County,673,106,1487,36,2302,0.61213,19996.777541,12.425452
48113013719,TX,Dallas County,1446,297,561,1219,3523,0.890006,25412.786459,15.790813
48113014114,TX,Dallas County,520,1032,1015,520,3087,0.960893,20603.799257,12.802639
48113014126,TX,Dallas County,3925,158,815,813,5711,0.658126,27974.455765,17.382564
48113014134,TX,Dallas County,2316,151,369,1207,4043,0.736728,28789.42375,17.888963
48113014204,TX,Dallas County,955,215,612,476,2258,0.91603,14077.9983,8.747684
48085030526,TX,Collin County,5681,572,572,347,7172,0.529834,49116.139063,30.51943
48085031310,TX,Collin County,6509,722,1468,199,8898,0.587731,37224.264088,23.130143
48085031642,TX,Collin County,3050,221,258,1076,4605,0.663491,34101.552486,21.189775
48085031704,TX,Collin County,2468,486,556,285,3795,0.73494,24371.384666,15.143714
48085031807,TX,Collin County,3897,131,341,318,4687,0.452045,26610.62623,16.535118
48085032012,TX,Collin County,1039,427,2543,121,4130,0.709672,30650.492802,19.045381
48113000606,TX,Dallas County,2545,88,256,128,3017,0.425595,4213.581989,2.618205
48113001703,TX,Dallas County,2625,110,220,178,3133,0.443826,2570.810994,1.597432
48113004300,TX,Dallas County,121,247,1972,24,2364,0.422694,3921.177504,2.436513
48113007700,TX,Dallas County,4731,48,201,132,5112,0.243217,10730.404923,6.667581
48113007818,TX,Dallas County,616,1249,3981,152,5998,0.667732,10743.127164,6.675486
48113007911,TX,Dallas County,2017,251,539,305,3112,0.732485,10116.88166,6.286354
48113008900,TX,Dallas County,25,1833,842,1,2701,0.485258,3996.322873,2.483206
48113011001,TX,Dallas County,362,5437,652,9,6460,0.394729,11599.713539,7.207746
48113012204,TX,Dallas County,2336,1281,2016,89,5722,0.817367,9034.020736,5.613494
48113013007,TX,Dallas County,1601,529,838,419,3387,0.900441,14180.402817,8.811316
48113013725,TX,Dallas County,1327,583,1462,213,3585,0.86329,21261.111439,13.211075
48113014128,TX,Dallas County,1561,373,382,1165,3481,0.871233,22978.89896,14.278461
48113014307,TX,Dallas County,2333,284,911,330,3858,0.755514,17292.21684,10.744912
48113014406,TX,Dallas County,1540,200,2779,63,4582,0.624236,18130.164213,11.26559
48367140101,TX,Parker County,3381,147,531,48,4107,0.42979,39597.821395,24.605007
48367140705,TX,Parker County,6103,92,792,73,7060,0.342758,34616.38059,21.509675
48397040503,TX,Rockwall County,2935,505,3087,264,6791,0.75052,34753.90662,21.59513
48439100700,TX,Tarrant County,2127,94,2562,39,4822,0.586282,6205.76739,3.856095
48439105404,TX,Tarrant County,3470,53,202,102,3827,0.288493,8721.781434,5.419477
48439105510,TX,Tarrant County,3061,2709,1322,508,7600,0.879356,14474.423103,8.994012
48439106101,TX,Tarrant County,99,850,676,3,1628,0.63921,9976.737282,6.199273
48439110907,TX,Tarrant County,2456,126,270,96,2948,0.445301,16430.448835,10.209433
48439111306,TX,Tarrant County,2912,579,1113,78,4682,0.695076,25742.972132,15.995981
48439111523,TX,Tarrant County,1830,3276,2446,1102,8654,0.949186,24576.603244,15.271231
48439113207,TX,Tarrant County,3605,113,377,99,4194,0.384079,18140.20644,11.27183
48439113511,TX,Tarrant County,1781,452,651,739,3623,0.895527,21668.674876,13.464324
48439113520,TX,Tarrant County,3026,496,688,938,5148,0.805722,27319.41917,16.975542
48439113622,TX,Tarrant County,5005,112,294,311,5722,0.364215,23269.01651,14.458732
48439113909,TX,Tarrant County,6154,129,344,520,7147,0.388058,26866.875654,16.694344
48439114008,TX,Tarrant County,5760,1349,3966,473,11548,0.790372,10960.945189,6.810833
48121020205,TX,Denton County,1566,23,179,22,1790,0.329826,65607.780905,40.766886
48139061100,TX,Ellis County,2969,165,1372,39,4545,0.577747,52976.770881,32.918321
48139061000,TX,Ellis County,2697,702,714,14,4127,0.650751,68229.105803,42.395706
48257051300,TX,Kaufman County,7163,307,586,40,8096,0.323677,72314.757769,44.934419
48439106516,TX,Tarrant County,655,3072,1449,129,5305,0.735397,10056.674898,6.248944
48139060213,TX,Ellis County,4708,295,1340,50,6393,0.528528,33548.857413,20.846345
48231961400,TX,Hunt County,6033,192,1042,36,7303,0.402142,61264.012155,38.067787
48251130214,TX,Johnson County,3893,87,614,30,4624,0.375397,31213.537647,19.395241
48113016902,TX,Dallas County,1389,2173,1950,16,5528,0.792455,17093.105022,10.621189
48113017703,TX,Dallas County,1628,1142,1786,58,4614,0.819138,16825.86906,10.455136
48113018124,TX,Dallas County,9821,2881,2977,1284,16963,0.80667,30214.1579,18.774254
48113019019,TX,Dallas County,942,2708,1813,1101,6564,0.936821,17371.798704,10.794362
48113019038,TX,Dallas County,571,112,104,219,1006,0.816833,23225.500762,14.431693
48113019302,TX,Dallas County,4384,177,363,256,5180,0.426663,7765.635559,4.825354
48121021521,TX,Denton County,2793,318,976,101,4188,0.645736,37124.764571,23.068317
48121021625,TX,Denton County,2151,225,322,1089,3787,0.762456,31771.141515,19.741721
48121021745,TX,Denton County,1764,393,2960,420,5537,0.780927,34453.882296,21.408703
48139060101,TX,Ellis County,3886,714,2924,35,7559,0.690491,29356.483378,18.241318
48113000300,TX,Dallas County,3346,107,418,180,4051,0.452009,6309.218544,3.920376
48439113810,TX,Tarrant County,2927,210,1116,240,4493,0.66709,14054.44005,8.733046
48439113908,TX,Tarrant County,4436,117,256,408,5217,0.411371,25102.161528,15.597799
48439113926,TX,Tarrant County,6962,1317,2949,824,12052,0.783972,19988.944816,12.420585
48439122002,TX,Tarrant County,830,473,3349,133,4785,0.636192,24247.361465,15.066649
48439123100,TX,Tarrant County,292,1595,1076,20,2983,0.695091,2460.73669,1.529035
48367140407,TX,Parker County,8796,129,1023,107,10055,0.327321,30301.873821,18.828758
48113013803,TX,Dallas County,3652,216,1530,199,5597,0.632885,19104.298295,11.87089
48113002702,TX,Dallas County,19,1373,158,7,1557,0.303787,4406.255489,2.737927
48113004400,TX,Dallas County,2059,189,756,60,3064,0.621272,4445.846295,2.762528
48113005400,TX,Dallas County,290,2181,2786,23,5280,0.638831,5793.213812,3.599745
48113007202,TX,Dallas County,131,166,7227,10,7534,0.14659,11426.465991,7.100094
48113008000,TX,Dallas County,5876,43,392,177,6488,0.281901,8745.72929,5.434358
48113008802,TX,Dallas County,45,3964,1183,4,5196,0.425621,7444.253678,4.625656
48439111015,TX,Tarrant County,1771,184,367,29,2351,0.546014,20251.30697,12.58361
48085030510,TX,Collin County,1746,387,300,360,2793,0.772748,39958.865912,24.82935
48085030520,TX,Collin County,2356,687,659,704,4406,0.866856,45274.129037,28.132109
48085030601,TX,Collin County,6965,490,582,299,8336,0.448626,46323.34972,28.784067
48085031003,TX,Collin County,2951,331,873,67,4222,0.607083,53792.271938,33.425051
48085031316,TX,Collin County,2528,692,370,2732,6322,0.820427,29642.835817,18.41925
48085031649,TX,Collin County,3592,133,242,464,4431,0.483656,27333.411857,16.984237
48439111301,TX,Tarrant County,6927,700,1541,131,9299,0.556875,21806.610071,13.550033
48439111526,TX,Tarrant County,2417,742,883,140,4182,0.768789,19015.443497,11.815678
48439111544,TX,Tarrant County,3107,1838,1687,601,7233,0.906982,23049.180988,14.322133
48439113104,TX,Tarrant County,1584,907,518,264,3273,0.866832,22763.788615,14.144798
48439113213,TX,Tarrant County,2679,108,528,82,3397,0.487728,13584.660702,8.441138
48251130211,TX,Johnson County,4929,34,602,71,5636,0.318883,30423.501727,18.904335
48497150300,TX,Wise County,2630,25,212,11,2878,0.243081,76934.0241,47.804705
48113018600,TX,Dallas County,2049,233,1173,33,3488,0.651988,19122.374012,11.882122
48113019100,TX,Dallas County,2640,440,840,895,4815,0.840752,20326.272285,12.630191
48121021624,TX,Denton County,2714,827,2008,1587,7136,0.943927,32468.274337,20.1749
48121021723,TX,Denton County,793,164,234,121,1312,0.787385,35193.62954,21.868362
48121021733,TX,Denton County,1124,449,905,217,2695,0.889129,31826.750733,19.776275
48139060209,TX,Ellis County,2798,424,460,43,3725,0.556949,33295.312152,20.688799
48439100201,TX,Tarrant County,352,179,4213,5,4749,0.310103,5848.883158,3.634337
48439101202,TX,Tarrant County,932,296,3440,73,4741,0.569835,3519.642789,2.18701
48439103500,TX,Tarrant County,597,949,4205,60,5811,0.585026,4952.978801,3.077646
48439104503,TX,Tarrant County,101,24,2495,17,2637,0.182219,6608.184175,4.106145
48439105007,TX,Tarrant County,2986,494,687,333,4500,0.717232,11434.659193,7.105185
48439106517,TX,Tarrant County,2490,2422,1223,1175,7310,0.956364,22899.957277,14.229409
48113014133,TX,Dallas County,1057,1525,835,454,3871,0.940377,21793.423014,13.541839
48113015306,TX,Dallas County,2021,379,1740,824,4964,0.885683,17610.632653,10.942767
48113016513,TX,Dallas County,2226,1854,830,129,5039,0.807687,20223.010947,12.566028
48113016610,TX,Dallas County,508,3800,439,27,4774,0.482403,18708.129988,11.624722
48113019400,TX,Dallas County,3574,18,180,171,3943,0.281805,7942.686863,4.935369
48113020200,TX,Dallas County,48,3346,266,11,3671,0.251604,12614.509397,7.838312
48121020107,TX,Denton County,3572,466,748,105,4891,0.593774,51194.712673,31.810999
48121020303,TX,Denton County,8776,163,1120,147,10206,0.360267,41639.099456,25.873401
48121020700,TX,Denton County,2097,224,424,474,3219,0.73125,54661.965514,33.965455
48121021406,TX,Denton County,4727,640,1240,281,6888,0.662441,48541.915905,30.162623
48257050201,TX,Kaufman County,4777,535,889,151,6352,0.567556,28000.392645,17.398681
48257050704,TX,Kaufman County,3898,317,745,11,4971,0.479101,58685.422312,36.465521
48113010703,TX,Dallas County,135,472,2357,69,3033,0.512194,13994.288105,8.695669
48113011103,TX,Dallas County,231,1782,1887,3,3903,0.636343,12476.779717,7.752731
48113012301,TX,Dallas County,977,545,2781,49,4352,0.672465,12308.308858,7.648048
48113013008,TX,Dallas County,2265,411,853,83,3612,0.697901,14014.137608,8.708003
48113013623,TX,Dallas County,1650,1497,2808,259,6214,0.855797,18532.179163,11.515391
48113017301,TX,Dallas County,1913,1522,2576,94,6105,0.821092,20164.22493,12.5295
48113017813,TX,Dallas County,2276,1689,1698,378,6041,0.904735,16858.482325,10.475401
48439113407,TX,Tarrant County,2112,385,2667,197,5361,0.739275,17559.059588,10.910721
48439113632,TX,Tarrant County,4268,99,288,305,4960,0.392539,26361.400812,16.380256
