GEOID,state,county,white,black,hispanic,asian,total,entropy,distmeters,distmiles
48113019205,TX,Dallas County,2866,50,142,180,3238,0.339169,22286.908347,13.848477
48113019208,TX,Dallas County,802,749,3743,187,5481,0.670071,17628.216208,10.953693
48121021619,TX,Denton County,821,284,1441,92,2638,0.757824,32247.891777,20.037961
48121021621,TX,Denton County,2455,195,301,719,3670,0.684822,27051.733254,16.80921
48121021622,TX,Denton County,3095,249,493,1332,5169,0.740649,28436.815093,17.669862
48121021627,TX,Denton County,4684,435,436,400,5955,0.543019,30318.70596,18.839217
48121021629,TX,Denton County,3767,294,470,861,5392,0.659889,30156.723708,18.738566
48121021632,TX,Denton County,2534,355,374,159,3422,0.607428,27536.275965,17.110291
48121021634,TX,Denton County,1427,1584,1511,191,4713,0.882087,26197.103564,16.278166
48121021637,TX,Denton County,1441,1003,1257,407,4108,0.940007,24998.274646,15.533246
48121021717,TX,Denton County,3930,368,769,197,5264,0.582954,37711.666084,23.433001
48121021718,TX,Denton County,6045,346,687,412,7490,0.500392,43317.949096,26.916593
48121021722,TX,Denton County,3072,228,531,168,3999,0.553389,38195.120947,23.733407
48121021725,TX,Denton County,2961,95,282,252,3590,0.462596,37327.623731,23.194368
48121021727,TX,Denton County,3116,182,301,769,4368,0.622879,34304.506407,21.315885
48121021730,TX,Denton County,2584,267,402,348,3601,0.650395,34096.428795,21.186591
48121021732,TX,Denton County,861,464,447,326,2098,0.9507,32400.829239,20.132992
48121021735,TX,Denton County,1756,871,602,273,3502,0.861152,31042.381995,19.28889
48121021738,TX,Denton County,1154,410,360,442,2366,0.904437,29067.43672,18.061713
48121021740,TX,Denton County,2364,702,1357,292,4715,0.837081,33348.811229,20.722042
48139060204,TX,Ellis County,5355,1663,1392,85,8495,0.687153,29141.393529,18.107667
48139060207,TX,Ellis County,4293,639,1238,48,6218,0.61205,28575.796722,17.756221
48139060214,TX,Ellis County,6085,329,625,90,7129,0.393643,32068.050383,19.926212
48139060600,TX,Ellis County,5822,802,1486,67,8177,0.590674,41126.564184,25.554926
48139060702,TX,Ellis County,2824,153,662,75,3714,0.523627,33854.225028,21.036092
48139060801,TX,Ellis County,5565,130,472,62,6229,0.305015,40678.60655,25.276577
48139060802,TX,Ellis County,4976,163,718,82,5939,0.405016,44306.131448,27.530622
48139060900,TX,Ellis County,5031,185,753,45,6014,0.399034,52732.194,32.766348
48139061200,TX,Ellis County,1165,161,756,7,2089,0.656518,62230.538124,38.66836
48139061600,TX,Ellis County,1973,1413,2779,48,6213,0.792408,51343.471843,31.903434
48113019212,TX,Dallas County,62,170,3451,4,3687,0.201894,17962.792995,11.16159
48113019301,TX,Dallas County,2769,4,82,69,2924,0.179789,8837.280784,5.491245
48113019501,TX,Dallas County,6243,12,158,132,6545,0.162476,9096.445722,5.652283
48113019800,TX,Dallas County,3939,18,156,106,4219,0.217759,6025.524365,3.744097
48113019900,TX,Dallas County,321,42,3873,15,4251,0.249204,9503.34194,5.905118
48113020100,TX,Dallas County,729,79,1433,65,2306,0.631809,11495.312308,7.142874
48113020400,TX,Dallas County,2428,1644,1187,197,5456,0.846519,813.563289,0.505526
48113020700,TX,Dallas County,3130,390,1182,287,4989,0.71931,21855.151399,13.580195
48113980100,TX,Dallas County,1,0,4,5,10,0.680482,9096.736144,5.652464
48119950200,TX,Delta County,1714,334,132,27,2207,0.508136,122553.075056,76.15114
48121020105,TX,Denton County,4266,746,847,119,5978,0.616988,54855.279573,34.085575
48121020108,TX,Denton County,4831,1541,1357,446,8175,0.78062,48965.094435,30.425575
48121020112,TX,Denton County,1858,428,346,210,2842,0.729882,44986.856221,27.953606
48121020113,TX,Denton County,4958,1536,2334,306,9134,0.789071,45553.446931,28.30567
48121020115,TX,Denton County,3090,120,1526,73,4809,0.580043,45695.203044,28.393753
48121020204,TX,Denton County,3238,109,425,29,3801,0.375524,72044.517338,44.766499
48121020309,TX,Denton County,7108,154,838,106,8206,0.352171,43855.424532,27.250565
48121020401,TX,Denton County,4324,573,1457,158,6512,0.657134,62339.805809,38.736256
48121020505,TX,Denton County,5383,267,641,97,6388,0.412062,58668.611802,36.455076
48121020506,TX,Denton County,1370,19,438,34,1861,0.494771,59406.352432,36.913488
48121021100,TX,Denton County,1645,264,504,386,2799,0.805747,54445.565909,33.83099
48121021301,TX,Denton County,1943,616,499,267,3325,0.803178,53363.539738,33.158649
48121021304,TX,Denton County,3753,503,963,257,5476,0.669029,50606.627218,31.445578
48121021407,TX,Denton County,3820,600,1636,280,6336,0.732694,49215.800387,30.581357
48121021409,TX,Denton County,6070,515,937,226,7748,0.526577,49043.717895,30.474429
48121021512,TX,Denton County,3966,169,236,206,4577,0.388382,45113.750149,28.032454
48121021515,TX,Denton County,3602,422,1279,435,5738,0.731712,40416.533891,25.113732
48121021519,TX,Denton County,6802,1340,2567,1294,12003,0.819891,35232.44299,21.89248
48121021522,TX,Denton County,403,72,102,138,715,0.82928,38454.288205,23.894446
48121021527,TX,Denton County,4767,317,481,443,6008,0.528896,43457.074636,27.003041
48121021613,TX,Denton County,1737,851,1923,800,5311,0.946335,26995.838676,16.774478
48121021615,TX,Denton County,1954,323,2061,320,4658,0.789322,25305.640316,15.724235
48251130304,TX,Johnson County,3532,248,1325,174,5279,0.628997,39558.497685,24.580572
48251130406,TX,Johnson County,5249,79,498,35,5861,0.28629,29391.443498,18.263042
48251130409,TX,Johnson County,5371,141,805,30,6347,0.370101,40596.101122,25.22531
48257051202,TX,Kaufman County,4323,204,378,57,4962,0.359778,53942.038302,33.518112
48497150601,TX,Wise County,7039,39,700,43,7821,0.263918,42355.506936,26.318557
48497150101,TX,Wise County,2858,16,433,15,3322,0.321072,66820.437641,41.520398
48497150200,TX,Wise County,4143,112,1878,52,6185,0.536062,60746.474555,37.746203
48497150402,TX,Wise County,4851,14,527,29,5421,0.266449,60170.16408,37.3881
48497150500,TX,Wise County,3292,76,2476,59,5903,0.571423,63299.522711,39.332598
48231960100,TX,Hunt County,1766,238,306,38,2348,0.561619,99265.127135,61.680644
48231960300,TX,Hunt County,3584,88,301,20,3993,0.290325,78215.905643,48.601231
48231960800,TX,Hunt County,841,1146,1579,26,3592,0.794486,74294.654768,46.164673
48231960900,TX,Hunt County,2055,1285,1676,75,5091,0.823485,74090.352919,46.037725
48231961300,TX,Hunt County,5045,522,630,80,6277,0.482412,68195.105043,42.374579
48231961503,TX,Hunt County,3599,49,412,40,4100,0.319827,68554.517174,42.597908
48251130500,TX,Johnson County,5958,128,712,35,6833,0.329402,52684.849549,32.736929
48251130601,TX,Johnson County,5872,125,766,33,6796,0.340243,59250.262597,36.816498
48251130700,TX,Johnson County,2828,160,1349,26,4363,0.573996,44259.642821,27.501735
48251130800,TX,Johnson County,2064,234,2161,27,4486,0.64478,43359.196807,26.942223
48257050203,TX,Kaufman County,5233,1238,1206,94,7771,0.650259,36340.35647,22.580907
48257050206,TX,Kaufman County,7925,935,1661,109,10630,0.555268,33067.251369,20.547088
48231961700,TX,Hunt County,2362,16,189,27,2594,0.256116,70287.824437,43.674938
48251130100,TX,Johnson County,3549,38,379,16,3982,0.283505,42304.223321,26.286691
48251130207,TX,Johnson County,5560,90,595,39,6284,0.305742,26277.211369,16.327943
48251130213,TX,Johnson County,3400,89,777,16,4282,0.428648,34753.632951,21.59496
48251130215,TX,Johnson County,3170,116,551,49,3886,0.435022,25322.269631,15.734568
48257050400,TX,Kaufman County,3977,920,2295,54,7246,0.715551,48893.739415,30.381237
48257050600,TX,Kaufman County,5282,319,1022,135,6758,0.50535,60150.797713,37.376066
48257050701,TX,Kaufman County,3559,248,724,52,4583,0.502445,44591.203415,27.707758
48257051100,TX,Kaufman County,2972,383,1511,32,4898,0.647841,50361.2347,31.293098
48367140704,TX,Parker County,6813,51,466,89,7419,0.244814,32731.917067,20.338721
48397040102,TX,Rockwall County,5245,422,776,205,6648,0.519391,35716.069481,22.192992
48397040402,TX,Rockwall County,6505,644,1613,168,8930,0.580173,43540.231432,27.054713
48367140300,TX,Parker County,4487,114,916,27,5544,0.414402,46147.324354,28.674689
48367140403,TX,Parker County,5439,51,586,30,6106,0.28425,40339.602671,25.065929
48367140410,TX,Parker County,2937,39,356,15,3347,0.309554,44804.361694,27.840209
48367140501,TX,Parker County,6417,78,696,21,7212,0.285312,50621.03914,31.454534
48367140602,TX,Parker County,8093,86,1192,53,9424,0.334905,52368.611571,32.540427
48439100102,TX,Tarrant County,1495,90,3158,83,4826,0.56602,4049.160319,2.516038
48397040504,TX,Rockwall County,5454,122,406,175,6157,0.335854,28342.580399,17.611307
48397040505,TX,Rockwall County,7053,900,1705,314,9972,0.629663,44209.091955,27.470324
48439100300,TX,Tarrant County,231,488,3944,12,4675,0.391867,7675.89977,4.769595
48439100502,TX,Tarrant County,1293,170,5953,22,7438,0.422695,7024.931802,4.365101
48439100602,TX,Tarrant County,1785,489,1335,50,3659,0.75428,10268.232726,6.3804
48439100800,TX,Tarrant County,363,41,5455,2,5861,0.199479,3588.852166,2.230015
48439101301,TX,Tarrant County,1880,1533,1504,76,4993,0.833491,10723.824668,6.663492
48439101401,TX,Tarrant County,1913,1304,1476,204,4897,0.875291,7733.688377,4.805503
48439101403,TX,Tarrant County,882,1380,2117,89,4468,0.804357,8146.095472,5.061762
48439102000,TX,Tarrant County,647,35,602,24,1308,0.631602,3181.858695,1.97712
48439102201,TX,Tarrant County,2536,83,680,27,3326,0.477891,5613.491551,3.488071
48439102302,TX,Tarrant County,2547,291,2613,44,5495,0.652197,11976.91723,7.44213
48439102500,TX,Tarrant County,108,2491,925,12,3536,0.521837,7592.818591,4.71797
48439102602,TX,Tarrant County,1725,113,1662,32,3532,0.618533,5231.063375,3.25044
48439102800,TX,Tarrant County,987,34,107,11,1139,0.357741,2948.105768,1.831873
48439103702,TX,Tarrant County,60,1207,1528,1,2796,0.561299,6955.166343,4.321751
48439104201,TX,Tarrant County,5118,241,378,154,5891,0.378312,5136.048308,3.1914
48439104300,TX,Tarrant County,4009,144,1288,248,5689,0.586148,5229.939039,3.249742
48439104400,TX,Tarrant County,1803,204,3342,75,5424,0.611031,4750.135808,2.951605
48439104604,TX,Tarrant County,78,1519,1112,1,2710,0.573498,5833.084912,3.62452
48439104802,TX,Tarrant County,1310,472,3634,207,5623,0.686037,8338.96514,5.181606
48439104900,TX,Tarrant County,701,78,1697,207,2683,0.678737,6533.507601,4.059743
48439105701,TX,Tarrant County,1791,426,1374,74,3665,0.755021,9866.66628,6.130877
48439105703,TX,Tarrant County,1456,840,1261,99,3656,0.843577,11132.003791,6.917124
48439106001,TX,Tarrant County,2012,2593,2680,136,7421,0.838484,12112.333766,7.526274
48439106004,TX,Tarrant County,1102,2361,1701,77,5241,0.803829,15951.51636,9.911837
48439106400,TX,Tarrant County,832,384,889,26,2131,0.789502,11418.572899,7.09519
48439106509,TX,Tarrant County,1566,1443,546,442,3997,0.90195,16544.65637,10.280398
48439106510,TX,Tarrant County,4412,1209,1305,1117,8043,0.853703,13412.849517,8.334379
48439106514,TX,Tarrant County,1464,2543,695,192,4894,0.79739,14715.713536,9.143943
48439106700,TX,Tarrant County,1409,82,612,34,2137,0.594187,15052.68502,9.353328
48439110102,TX,Tarrant County,1992,109,1859,214,4174,0.693046,8799.871436,5.468
48439110302,TX,Tarrant County,1817,110,2835,223,4985,0.657855,6109.029593,3.795984
48439110500,TX,Tarrant County,3870,89,3797,60,7816,0.56778,6974.756625,4.333924
48439110701,TX,Tarrant County,4794,276,1607,88,6765,0.557245,12674.285187,7.875455
48439113404,TX,Tarrant County,4070,358,983,125,5536,0.574017,16986.668834,10.555053
48439113510,TX,Tarrant County,1923,510,698,1045,4176,0.90858,26268.794609,16.322713
48439113512,TX,Tarrant County,3887,511,685,384,5467,0.657036,21589.079719,13.414866
48439113513,TX,Tarrant County,2947,518,1160,703,5328,0.831937,25395.308787,15.779953
48439113516,TX,Tarrant County,2832,326,654,245,4057,0.66165,25399.233588,15.782391
48439113634,TX,Tarrant County,4185,119,260,348,4912,0.410951,24236.39949,15.059838
48439113703,TX,Tarrant County,6807,356,1539,386,9088,0.561403,32875.247791,20.427783
48439110704,TX,Tarrant County,2927,290,1168,101,4486,0.643028,11159.717441,6.934344
48439110807,TX,Tarrant County,3642,567,1155,170,5534,0.680064,17435.156432,10.833731
48439110808,TX,Tarrant County,1563,38,170,112,1883,0.446039,19474.156985,12.10071
48439110905,TX,Tarrant County,3563,169,468,96,4296,0.439227,13432.94524,8.346866
48439110906,TX,Tarrant County,3669,107,499,53,4328,0.385554,17602.563831,10.937753
48439111008,TX,Tarrant County,4433,1111,1453,152,7149,0.715125,19162.63965,11.907142
48439111010,TX,Tarrant County,2461,51,247,45,2804,0.337386,22477.099712,13.966657
48439111016,TX,Tarrant County,7073,598,1275,207,9153,0.532159,20891.171952,12.981205
48439113707,TX,Tarrant County,4229,55,349,250,4883,0.372075,31806.445082,19.763658
48439113711,TX,Tarrant County,3224,86,461,186,3957,0.464772,30711.415758,19.083236
48439113811,TX,Tarrant County,2308,171,843,297,3619,0.703792,12722.906255,7.905667
48439113813,TX,Tarrant County,4121,157,334,317,4929,0.446044,19343.750994,12.019679
48439113814,TX,Tarrant County,3398,96,292,135,3921,0.378208,20664.587853,12.840412
48439113907,TX,Tarrant County,5160,166,395,555,6276,0.465713,30253.428797,18.798656
48439113910,TX,Tarrant County,7110,145,449,289,7993,0.330844,26457.426661,16.439924
48439113916,TX,Tarrant County,2558,400,1028,311,4297,0.766085,13326.537582,8.280747
48439113920,TX,Tarrant County,3670,351,789,556,5366,0.688877,16222.985558,10.080521
48439113923,TX,Tarrant County,1517,330,565,342,2754,0.84161,14478.613026,8.996615
48439111018,TX,Tarrant County,1652,155,321,48,2176,0.550961,21655.242,13.455977
48439111104,TX,Tarrant County,414,1467,891,30,2802,0.746047,10218.287023,6.349365
48439111203,TX,Tarrant County,3614,682,1100,83,5479,0.663391,18277.001688,11.356831
48439111307,TX,Tarrant County,1701,673,558,64,2996,0.758865,25281.619978,15.709309
48439111310,TX,Tarrant County,2466,2689,1991,727,7873,0.936431,27534.461706,17.109164
48439111312,TX,Tarrant County,2962,163,191,110,3426,0.391015,29013.156056,18.027984
48439111314,TX,Tarrant County,2186,1166,527,257,4136,0.814493,32708.741712,20.32432
48439111405,TX,Tarrant County,1837,74,405,15,2331,0.457167,16124.872775,10.019556
48439111408,TX,Tarrant County,2030,406,426,75,2937,0.651038,20144.824739,12.517445
48439111521,TX,Tarrant County,1697,2556,3008,938,8199,0.941566,24812.194327,15.417621
48439113925,TX,Tarrant County,2379,264,928,302,3873,0.738456,14796.326594,9.194034
48439114003,TX,Tarrant County,4202,549,2464,253,7468,0.718456,13044.396425,8.105432
48439114102,TX,Tarrant County,6984,177,692,160,8013,0.35611,19442.442531,12.081004
48439114103,TX,Tarrant County,15060,1289,2967,623,19939,0.563231,21998.599109,13.66933
48439114203,TX,Tarrant County,4797,44,503,62,5406,0.301096,28360.788208,17.622621
48439121606,TX,Tarrant County,2474,256,247,302,3279,0.595889,13724.599946,8.528092
48439121609,TX,Tarrant County,4530,488,432,562,6012,0.59717,12739.881252,7.916215
48439121905,TX,Tarrant County,624,1458,2566,804,5452,0.892866,24522.616405,15.237685
48439122200,TX,Tarrant County,523,306,1270,36,2135,0.721955,20756.205766,12.89734
48439111522,TX,Tarrant County,2088,1166,3536,752,7542,0.88668,23229.048189,14.433897
48439111529,TX,Tarrant County,3232,211,345,195,3983,0.493952,15639.700351,9.718083
48439111534,TX,Tarrant County,4636,645,817,114,6212,0.57256,17777.021669,11.046157
48439111539,TX,Tarrant County,2796,2755,2105,1228,8884,0.967787,27048.01922,16.806902
48439111542,TX,Tarrant County,2279,1695,1495,698,6167,0.947114,24337.44882,15.122627
48439111545,TX,Tarrant County,1965,147,153,148,2413,0.493265,17249.204799,10.718186
48439111548,TX,Tarrant County,1683,2595,1318,1691,7287,0.977014,29219.801323,18.156388
48439111552,TX,Tarrant County,2724,251,322,135,3432,0.522222,18670.445124,11.601306
48439113002,TX,Tarrant County,1101,2126,3059,278,6564,0.832672,23602.42535,14.665904
48439113111,TX,Tarrant County,817,1372,1040,110,3339,0.855281,21401.355583,13.298219
48439113116,TX,Tarrant County,1117,1553,787,308,3765,0.907281,24919.236294,15.484134
48439122400,TX,Tarrant County,2673,706,1450,867,5696,0.900716,19509.154558,12.122457
48439122802,TX,Tarrant County,1521,412,2084,261,4278,0.803601,21566.991956,13.401141
48439122900,TX,Tarrant County,1660,675,4717,370,7422,0.714544,22893.77341,14.225567
48439123300,TX,Tarrant County,3182,838,394,102,4516,0.618667,716.119838,0.444977
48439123400,TX,Tarrant County,909,413,621,62,2005,0.832867,1826.821454,1.135137
48439123600,TX,Tarrant County,699,700,1149,32,2580,0.809654,2284.870677,1.419756
48439980000,TX,Tarrant County,1,0,14,0,15,0.17668,27410.943154,17.032413
48439113206,TX,Tarrant County,3400,270,1410,167,5247,0.646812,10814.241539,6.719675
48439113210,TX,Tarrant County,5679,167,610,185,6641,0.393487,18991.223438,11.800628
48439113214,TX,Tarrant County,3418,301,817,169,4705,0.599823,16332.526598,10.148587
48439113218,TX,Tarrant County,2061,56,179,60,2356,0.357207,18016.533121,11.194982
48439113220,TX,Tarrant County,3480,508,1927,279,6194,0.744378,15470.734499,9.613093
48439113403,TX,Tarrant County,1859,107,446,43,2455,0.525013,15477.318351,9.617184
48251130210,TX,Johnson County,4248,63,585,45,4941,0.346941,34649.748009,21.530409
48251130212,TX,Johnson County,3665,59,887,32,4643,0.427551,28390.05811,17.640808
48113015401,TX,Dallas County,3330,939,1592,197,6058,0.779423,20919.072374,12.998541
48113015900,TX,Dallas County,841,638,2128,83,3690,0.752561,16756.458764,10.412007
48113016301,TX,Dallas County,968,539,4115,299,5921,0.662125,18156.776292,11.282126
48113016410,TX,Dallas County,1883,1082,1455,491,4911,0.931598,24611.530981,15.292934
48113016509,TX,Dallas County,2161,1764,1513,95,5533,0.833877,19708.299053,12.2462
48113016511,TX,Dallas County,504,2506,1186,45,4241,0.698679,21927.032767,13.62486
48113016520,TX,Dallas County,804,2376,3389,351,6920,0.806451,14274.356575,8.869696
48113016605,TX,Dallas County,581,3877,2430,15,6903,0.658714,16691.804123,10.371832
48113016612,TX,Dallas County,1600,9526,1254,137,12517,0.541498,22552.879693,14.013745
48113016624,TX,Dallas County,610,2174,635,45,3464,0.696554,25697.929225,15.967993
48113016802,TX,Dallas County,1121,1699,822,17,3659,0.778367,23384.379742,14.530416
48139060206,TX,Ellis County,3451,765,1560,33,5809,0.691615,27759.376139,17.24892
48251130302,TX,Johnson County,3783,251,1079,84,5197,0.555857,41277.292002,25.648584
48439100202,TX,Tarrant County,383,51,4999,5,5438,0.226834,4388.302279,2.726771
48439101201,TX,Tarrant County,810,128,943,74,1955,0.735164,5882.43236,3.655183
48439102601,TX,Tarrant County,1500,578,1376,68,3522,0.796014,6445.090762,4.004804
48439103701,TX,Tarrant County,228,834,3266,9,4337,0.503714,5628.683028,3.49751
48439104504,TX,Tarrant County,365,136,2637,50,3188,0.436291,6844.858389,4.253208
48113017101,TX,Dallas County,1602,891,2565,31,5089,0.754043,20329.862071,12.632422
48113017804,TX,Dallas County,2640,1016,2204,55,5915,0.774718,15136.675663,9.405518
48113017814,TX,Dallas County,2752,741,998,760,5251,0.873024,18301.620394,11.372128
48113018104,TX,Dallas County,3977,815,1001,725,6518,0.788739,22796.362169,14.165038
48113018122,TX,Dallas County,8036,1061,2276,1451,12824,0.759195,29189.734545,18.137705
48113018129,TX,Dallas County,2575,660,1063,212,4510,0.783083,18830.949232,11.701038
48113018137,TX,Dallas County,1678,943,702,655,3978,0.943858,24305.925062,15.103039
48113018139,TX,Dallas County,3877,973,1258,921,7029,0.848394,25339.357468,15.745186
48113018142,TX,Dallas County,1472,800,780,204,3256,0.879796,24840.018757,15.43491
48113018403,TX,Dallas County,227,257,425,7,916,0.790489,16604.717009,10.317718
48113018801,TX,Dallas County,1467,344,2179,258,4248,0.781427,22282.555627,13.845773
48139060102,TX,Ellis County,4259,244,2461,30,6994,0.584312,38049.493752,23.642918
48139060210,TX,Ellis County,1196,30,257,11,1494,0.429573,39555.492484,24.578705
48139060703,TX,Ellis County,1293,191,323,46,1853,0.635917,33558.212665,20.852158
48367140102,TX,Parker County,3599,100,904,32,4635,0.456147,42466.209795,26.387345
48367140405,TX,Parker County,5622,54,597,41,6314,0.288395,32264.890874,20.048524
48439104701,TX,Tarrant County,350,50,4476,28,4904,0.251035,6578.838601,4.087911
48439104702,TX,Tarrant County,376,92,2826,20,3314,0.370121,8527.762248,5.298919
48439105006,TX,Tarrant County,220,66,563,7,856,0.621547,8134.124314,5.054323
48439105403,TX,Tarrant County,4976,214,445,295,5930,0.440509,6028.708918,3.746075
48439105406,TX,Tarrant County,4012,347,416,200,4975,0.502001,10318.61392,6.411705
48439105507,TX,Tarrant County,5127,492,456,482,6557,0.55108,13681.639945,8.501398
48439105600,TX,Tarrant County,2248,193,2535,43,5019,0.628156,8911.598729,5.537424
48439106002,TX,Tarrant County,166,2097,1156,24,3443,0.612593,11626.552985,7.224423
48439106102,TX,Tarrant County,833,1203,1612,14,3662,0.782659,11095.626531,6.89452
48439106507,TX,Tarrant County,1128,421,216,124,1889,0.771261,7596.296073,4.720131
48439106512,TX,Tarrant County,1192,2559,482,145,4378,0.738558,13054.147188,8.111491
48113019016,TX,Dallas County,722,868,887,572,3049,0.989637,16758.274826,10.413135
48113019025,TX,Dallas County,2577,821,670,861,4929,0.875463,24549.226545,15.25422
48113019029,TX,Dallas County,2310,1167,1272,1114,5863,0.963244,22695.848555,14.102582
48113019037,TX,Dallas County,2137,334,450,528,3449,0.77596,23361.141929,14.515977
48113019041,TX,Dallas County,1761,494,215,409,2879,0.774811,18207.834914,11.313852
48113019202,TX,Dallas County,2269,497,1351,320,4437,0.822245,19453.44717,12.087842
48113019502,TX,Dallas County,3990,43,147,135,4315,0.246597,7643.787394,4.749641
48113020500,TX,Dallas County,148,2830,1605,218,4801,0.66762,6328.16643,3.93215
48121020114,TX,Denton County,4267,1066,2482,227,8042,0.770153,44357.312541,27.562425
48139061300,TX,Ellis County,1510,66,685,3,2264,0.53645,47879.713776,29.751149
48367140409,TX,Parker County,2761,32,570,12,3375,0.381493,33856.416514,21.037454
48367140502,TX,Parker County,4635,780,967,32,6414,0.579001,61364.690334,38.130346
48367140601,TX,Parker County,6406,49,615,30,7100,0.261227,58782.02907,36.52555
48439106600,TX,Tarrant County,1282,257,684,39,2262,0.721783,10718.625267,6.660262
48121020103,TX,Denton County,7896,241,1734,63,9934,0.439664,66598.113093,41.382252
48439110301,TX,Tarrant County,1645,79,1776,353,3853,0.735085,8333.825833,5.178412
48397040302,TX,Rockwall County,5741,506,751,172,7170,0.498361,33844.816209,21.030246
48397040401,TX,Rockwall County,6264,683,2206,147,9300,0.623828,45858.247397,28.495065
48251130407,TX,Johnson County,4295,324,3174,54,7847,0.621691,31610.168337,19.641697
48251130408,TX,Johnson County,4692,507,1804,189,7192,0.655081,40814.704341,25.361145
48257050703,TX,Kaufman County,2037,69,681,26,2813,0.513143,63394.607231,39.391681
48121020203,TX,Denton County,3788,171,773,28,4760,0.452043,68916.060519,42.822561
48231961000,TX,Hunt County,2363,704,1053,33,4153,0.727154,76467.913136,47.515076
48121020305,TX,Denton County,6484,145,378,200,7207,0.308582,33390.976823,20.748243
48121020307,TX,Denton County,5587,199,807,222,6815,0.454632,33474.63518,20.800226
48121020403,TX,Denton County,3092,154,519,131,3896,0.500429,55422.496454,34.438028
48121020602,TX,Denton County,3868,974,3611,155,8608,0.752198,56872.981785,35.33932
48121020800,TX,Denton County,2957,616,1215,240,5028,0.763064,51856.254575,32.222063
48121021403,TX,Denton County,7276,344,1631,240,9491,0.519097,41248.64913,25.630786
48231960200,TX,Hunt County,1900,242,154,9,2305,0.431616,92859.64482,57.700452
48231960400,TX,Hunt County,3328,428,1005,21,4782,0.591468,80767.720661,50.18686
48121021404,TX,Denton County,6295,430,880,236,7841,0.495164,47926.29842,29.780095
48121021502,TX,Denton County,2152,219,1963,95,4429,0.679824,37424.043742,23.25428
48121021517,TX,Denton County,1039,287,289,908,2523,0.886256,35017.287208,21.758788
48121021518,TX,Denton County,1996,258,405,396,3055,0.735437,35180.837229,21.860413
48121021611,TX,Denton County,2228,398,869,461,3956,0.820768,26028.385205,16.173329
48121021612,TX,Denton County,2099,222,699,661,3681,0.80322,27403.622239,17.027864
48121021620,TX,Denton County,676,536,237,188,1637,0.908269,29341.026154,18.231714
48121021638,TX,Denton County,1512,917,1204,304,3937,0.913941,25253.937815,15.692108
48121021724,TX,Denton County,3303,120,241,314,3978,0.45466,36593.896899,22.73845
48121021731,TX,Denton County,2248,322,446,359,3375,0.721805,33055.833987,20.539994
48121021744,TX,Denton County,1148,269,1794,112,3323,0.734143,35496.832571,22.056764
48231961100,TX,Hunt County,5822,248,373,92,6535,0.324985,75959.491279,47.199157
48231961502,TX,Hunt County,3787,77,656,32,4552,0.386714,55970.8226,34.778743
48231961600,TX,Hunt County,5617,75,513,44,6249,0.280634,69488.877329,43.178494
48121021748,TX,Denton County,3495,97,316,122,4030,0.374182,40115.557307,24.926714
48121021800,TX,Denton County,2870,229,309,338,3746,0.57548,36203.935292,22.496138
48113014403,TX,Dallas County,806,1247,1579,249,3881,0.889645,21630.704404,13.44073
48113014501,TX,Dallas County,1484,115,1456,80,3135,0.667303,17004.417456,10.566081
48113015000,TX,Dallas County,1876,313,5341,383,7913,0.635437,12446.800313,7.734102
48113015305,TX,Dallas County,1586,393,2126,146,4251,0.757629,17901.371222,11.123424
48439111311,TX,Tarrant County,4063,964,736,283,6046,0.692155,27422.1976,17.039406
48439111406,TX,Tarrant County,2530,490,415,227,3662,0.680777,22808.992933,14.172886
48439111407,TX,Tarrant County,2300,317,348,251,3216,0.654847,22004.009486,13.672692
48439111516,TX,Tarrant County,2463,1532,1567,666,6228,0.936387,21396.753921,13.29536
48439111524,TX,Tarrant County,2198,1738,3011,865,7812,0.939418,21303.674011,13.237522
48439111530,TX,Tarrant County,4682,482,540,359,6063,0.565291,19187.988542,11.922893
48439111540,TX,Tarrant County,2084,1725,1496,925,6230,0.972114,23434.418944,14.561509
48439111541,TX,Tarrant County,1399,1074,1150,270,3893,0.914921,23323.845286,14.492802
48439111547,TX,Tarrant County,4201,5099,3724,2158,15182,0.969473,26386.253312,16.395698
48439111549,TX,Tarrant County,2849,1847,991,660,6347,0.897426,30443.602709,18.916825
48439113102,TX,Tarrant County,2674,1022,633,198,4527,0.763866,20342.590039,12.640331
48439113114,TX,Tarrant County,1856,1127,556,338,3877,0.867781,23986.501251,14.904558
48439113215,TX,Tarrant County,3790,221,609,130,4750,0.493917,16957.872677,10.53716
48439113405,TX,Tarrant County,3775,555,1393,181,5904,0.689463,14173.316397,8.806912
48439113518,TX,Tarrant County,2608,1027,871,681,5187,0.889091,26814.123475,16.661565
48439113610,TX,Tarrant County,9331,273,581,810,10995,0.417335,22817.430037,14.178129
48439113613,TX,Tarrant County,3459,89,318,102,3968,0.36156,17278.042385,10.736104
48439113626,TX,Tarrant County,3087,100,337,199,3723,0.451914,20856.601235,12.959723
48439113631,TX,Tarrant County,3305,325,2540,209,6379,0.70045,27574.529944,17.134061
48439113709,TX,Tarrant County,3832,143,355,425,4755,0.496911,27441.426362,17.051354
48439113815,TX,Tarrant County,4841,139,361,252,5593,0.384731,21853.596823,13.579229
48439113912,TX,Tarrant County,5041,143,466,377,6027,0.43965,23949.557776,14.881602
48367140706,TX,Parker County,5993,77,359,74,6503,0.244278,26471.654357,16.448764
48439113921,TX,Tarrant County,13434,1674,3217,1693,20018,0.705389,19191.601062,11.925138
